Funding_Programme,County,Project_Name,Units,Approved_Housing_Body,Capital_Appraisal_Q,Capital_Appraisal_Year,Pre_Planning_Q,Pre_Planning_Year,Pre_Tender_Design_Q,Pre_Tender_Design_Year,Approval_Q,Approval_Year,On_Site_Q,On_Site_Year,Completed_Q,Completed_Year
Ship Construction,South Dublin,"St Marks Green, Clondalkin",11,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction,South Dublin,"St. Marks Avenue, Clondalkin",41,N/A,,0,Q4,2019,,0,,0,,0,,0
Ship Construction,South Dublin,"Balgaddy F, Griffeen Avenue, Lucan Co. Dublin",69,N/A,Q2,2020,,0,,0,,0,,0,,0
Ship Construction,South Dublin,St Finians,2,N/A,,0,,0,,0,,0,,0,Q3,2016
Ship Construction,South Dublin,"Suncroft, Tallaght",10,N/A,,0,,0,,0,,0,,0,Q4,2016
Ship Construction,South Dublin,Belgard Road,3,N/A,,0,,0,,0,,0,,0,Q1,2016
Ship Construction,South Dublin,"St. Catherine�s, Knockmore Avenue, Killinarden, Tallaght",12,N/A,,0,,0,Q4,2019,,0,,0,,0
Ship Construction,South Dublin,"Homeville, Knocklyon, Dublin 16",16,N/A,,0,,0,,0,Q1,2020,,0,,0
Ship Construction,South Dublin,"Killinarden, Tallaght",9,N/A,,0,,0,,0,,0,,0,Q1,2019
Ship Construction,South Dublin,"Nangor Road, Clondalkin, Dublin 22",93,N/A,,0,,0,,0,,0,Q2,2020,,0
Public Private Partnership (Bundle 1),South Dublin,Corkage Grange (part of Kilcarbery),109,N/A,,0,,0,,0,,0,Q1,2019,,0
Ship Construction,Tipperary,"Mulkear View, Newport, Tipperary",3,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction,Tipperary,"Grange Road, Ballina",4,N/A,,0,,0,,0,Q2,2020,,0,,0
Ship Construction,Tipperary,"Ard na Greine, Clonmel",2,N/A,,0,,0,Q1,2020,,0,,0,,0
Ship Construction,Tipperary,Knockanrawley,28,N/A,,0,,0,,0,,0,Q4,2019,,0
Ship Construction,Tipperary,"Mill Road, Thurles",28,N/A,,0,,0,,0,,0,Q2,2020,,0
Ship Construction,Tipperary,"Mulkear View, Newport",11,N/A,,0,,0,Q1,2020,,0,,0,,0
Ship Construction,Tipperary,"Treacy Park, Carrick on Suir",1,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction,Tipperary,Templetouhy,10,N/A,,0,,0,,0,,0,Q4,2019,,0
Ship Construction,Tipperary,Borrisoleigh,12,N/A,Q1,2016,,0,,0,,0,,0,,0
Ship Construction,Tipperary,"Abbey Street, Cahir",10,N/A,,0,,0,,0,Q1,2020,,0,,0
Ship Construction,Tipperary,Borrisokane,16,N/A,,0,,0,,0,Q1,2020,,0,,0
Ship Construction,Tipperary,"Portroe, Nenagh",14,N/A,,0,,0,,0,Q2,2020,,0,,0
Ship Construction,Tipperary,Cloughjordan,2,N/A,,0,,0,,0,,0,Q3,2019,,0
Ship Construction,Tipperary,"Glenconnor Road, Clonmel",26,N/A,,0,,0,,0,,0,Q4,2018,,0
Ship Construction,Tipperary,"Gortataggart, Thurles",2,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction,Tipperary,"Kilcooly Way, Gortnahoe",5,N/A,,0,,0,,0,,0,Q1,2019,,0
Ship Construction,Tipperary,"Lacey Avenue, Templemore",3,N/A,,0,,0,,0,,0,,0,Q3,2016
Ship Construction,Tipperary,"Mitchel St., Thurles",1,N/A,,0,,0,,0,,0,Q4,2019,,0
Cas Construction Turnkey,Tipperary,"Monastery Close, Templemore Road, Thurles",15,Thurles Lions Trust Housing Association,,0,,0,,0,,0,,0,Q2,2019
Cas Construction Turnkey,Tipperary,"Drummin Village, Nenagh",8,Nenagh Voluntary Housing Association,,0,,0,,0,,0,Q2,2020,,0
Cas Construction,Tipperary,"Ballinagrana, Carrick on Suir",3,Camphill Communities of Ireland,,0,Q3,2019,,0,,0,,0,,0
Cas Construction,Tipperary,"Castle Street, Carrick on Suir",1,Camphill Communities of Ireland,,0,Q3,2019,,0,,0,,0,,0
Cas Construction,Tipperary,"The Strand, Carrick on Suir",3,Camphill Communities of Ireland,,0,Q3,2019,,0,,0,,0,,0
Cas Construction,Tipperary,"Glenconnor Road, Clonmel",9,Cluid Housing Association,,0,,0,Q1,2020,,0,,0,,0
Cas Construction,Tipperary,"Stanwix House, Kickham Street, Thurles",19,Thurles Lions Trust Housing Association,,0,,0,Q1,2020,,0,,0,,0
Cas Construction,Tipperary,"Main Street, Templemore",14,Templemore Voluntary Housing Association,Q4,2019,,0,,0,,0,,0,,0
Calf Turnkey,Tipperary,"An Duiche, Tipperary Town, Co. Tipperary (Phase 1)",41,Respond,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Tipperary,"An Duiche, Tipperary Town, Co. Tipperary (Phase 2)",2,Respond,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Tipperary,"Ashbury, Roscrea, Co Tipperary (Phase 1)",12,Cluid Housing,,0,,0,,0,,0,,0,Q2,2017
Calf Turnkey,Tipperary,"Ashgrove, Monadreen, Thurles, Co Tipperary  (Phase 1)",9,Co - Operative Housing Ireland Society Limited,,0,,0,,0,,0,,0,Q4,2018
Calf Turnkey,Tipperary,"Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 1)",10,Co - Operative Housing Ireland Society Limited,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Tipperary,"Ashgrove, Monadreen, Thurles, Co. Tipperary (Phase 2)",7,Co - Operative Housing Ireland Society Limited,,0,,0,,0,,0,Q1,2019,,0
Calf Turnkey,Tipperary,"Mill Street, Carrick on Suir, Co. Tipperary (Phase 1)",22,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2018,,0
Calf Turnkey,Tipperary,"The Avenue, Drummin Village, Nenagh, Co. Tipperary (Phase 1)",13,Focus Housing Association CLG,,0,,0,,0,,0,Q2,2020,,0
Ship Construction Turnkey,Waterford,"Kilrush, Dungarvan",8,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction Turnkey,Waterford,"Gibbethill, Gracedieu",5,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction Turnkey,Waterford,"Carrickphierish, Gracedieu, Waterford",31,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Waterford,"Shandon, Dungarvan",5,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction Turnkey,Waterford,"Airport Road, Waterford City",33,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Waterford,"Kilrush, Dungarvan - Phase 2",10,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Waterford,"Kilrush, Dungarvan - Phase 3",21,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Waterford,"Lacken Road, Waterford",20,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction Turnkey,Waterford,"Lacken Road, Waterford - Phase 2",14,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Waterford,"Lacken Road, Waterford - Phase 3",6,N/A,,0,,0,,0,,0,,0,Q2,2020
Ship Construction Turnkey,Waterford,"Lacken Road, Waterford - Phase 4",15,N/A,,0,,0,,0,Q3,2018,,0,,0
Ship Construction Turnkey,Waterford,"Estuary Heights, Shandon, Dungarvan",6,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction Turnkey,Waterford,"Railway Gardens, Lismore",6,N/A,,0,,0,,0,,0,Q3,2019,,0
Ship Construction Turnkey,Waterford,"Estuary Heights, Shandon, Dungarvan",8,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Waterford,"Railway Gardens, Lismore - Phase 2",6,N/A,,0,,0,,0,,0,Q3,2019,,0
Ship Construction Turnkey,Waterford,"Railway Gardens, Lismore - Phase 2",5,N/A,,0,,0,,0,,0,Q3,2019,,0
Ship Construction Turnkey,Waterford,"Estuary Heights, Shandon, Dungarvan",6,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Waterford,"Mount Suir, Gracedieu, Carrickphierish",18,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Waterford,"Mount William, Williamstown, Waterford City",20,N/A,,0,,0,,0,Q1,2020,,0,,0
Ship Construction Turnkey,Waterford,"7A and 8A Barnes Lane, The Glen, Waterford",2,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Waterford,"4 and 12 Ard Alainn, Sherlock Walk, Gracedieu, Waterford",2,N/A,,0,,0,,0,,0,,0,Q2,2020
Ship Construction Turnkey,Waterford,"Mount William, Williamstown, Waterford City",45,N/A,,0,,0,,0,Q1,2020,,0,,0
Ship Construction Rapid,Waterford,"Ballygunner, Waterford City",49,N/A,,0,Q3,2019,,0,,0,,0,,0
Ship Construction Rapid,Waterford,"Ballynaneashagh, Waterford City",22,N/A,,0,Q2,2020,,0,,0,,0,,0
Ship Construction,Tipperary,Borrisoleigh,1,N/A,,0,,0,,0,,0,,0,Q4,2016
Ship Construction,Tipperary,Lower Ballingarry,1,N/A,,0,,0,,0,,0,,0,Q2,2016
Ship Construction,Tipperary,"Poulamaleen, Faugheen",1,N/A,,0,,0,,0,,0,,0,Q2,2016
Ship Construction,Tipperary,"Cormack Drive, Nenagh",12,N/A,,0,,0,,0,Q2,2020,,0,,0
Ship Construction,Tipperary,"Lacey Avenue, Templemore",1,N/A,,0,,0,,0,,0,,0,Q3,2017
Ship Construction,Tipperary,Borrisoleigh,1,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction,Tipperary,Bansha,14,N/A,,0,Q2,2019,,0,,0,,0,,0
Ship Construction,Tipperary,"Ned Hayes Drive, Twomileborris, Thurles",22,N/A,,0,Q2,2019,,0,,0,,0,,0
Ship Construction,Tipperary,"Donohill, ",4,N/A,,0,Q3,2019,,0,,0,,0,,0
Ship Construction,Tipperary,Mullinahone,10,N/A,,0,Q3,2019,,0,,0,,0,,0
Ship Construction,Tipperary,Clerihan,14,N/A,,0,Q3,2019,,0,,0,,0,,0
Ship Construction,Tipperary,"Ard Alainn, Moyne",9,N/A,,0,Q3,2019,,0,,0,,0,,0
Ship Construction,Tipperary,Ardcroney,4,N/A,,0,Q1,2020,,0,,0,,0,,0
Ship Construction,Waterford,"An Garran, Crobally Upper, Tramore",50,N/A,,0,,0,Q2,2020,,0,,0,,0
Ship Construction,Waterford,"Alms Houses, Tallow",4,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction,Waterford,"Ardmore Park/Priory Lawn, Waterford City (also referred to as Saviours Green, Ballybeg)",5,N/A,,0,,0,,0,,0,Q2,2019,,0
Cas Construction,Waterford,"Convent Hill, Tramore",10,Society of Saint Vincent de Paul,,0,,0,,0,,0,,0,Q1,2017
Cas Construction,Waterford,"Powersfield, Hennessys Road, Waterford",3,Focus Ireland,,0,Q2,2016,,0,,0,,0,,0
Cas Construction,Waterford,"Wadding Manor, Ferrybank",10,Respond,,0,,0,,0,,0,Q4,2019,,0
Cas Construction,Waterford,"The Paddocks, Williamstown Rd. Waterford",9,Anvers Housing Association Ltd,,0,,0,Q2,2018,,0,,0,,0
Calf Turnkey,Waterford,"Kilbarry, Waterford (Phase 1)",69,Respond,,0,,0,,0,,0,Q4,2018,,0
Calf Construction,Waterford,"St Johns College, Waterford (Phase 1)",36,Respond,,0,,0,,0,,0,,0,Q1,2016
Calf Turnkey,Waterford,"The Walk, Fairfield Park, Kilcohan, Waterford (Phase 1)",40,Circle Voluntary Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Westmeath,"Lissywollen, Athlone",55,N/A,Q1,2020,,0,,0,,0,,0,,0
Ship Construction Turnkey,Westmeath,"Lissywollen, Athlone (Phase 2A and 2B)",55,N/A,Q1,2020,,0,,0,,0,,0,,0
Ship Construction Turnkey,Westmeath,"Lissywollen, Athlone (Phase 3A)",38,N/A,Q1,2020,,0,,0,,0,,0,,0
Ship Construction Turnkey,Westmeath,"Lissywollen, Athlone (Phase 3B)",22,N/A,Q1,2020,,0,,0,,0,,0,,0
Ship Construction Turnkey,Westmeath,"Belvedere Hills, Mullingar",21,N/A,,0,,0,,0,,0,,0,Q4,2017
Ship Construction Turnkey,Westmeath,"Cloon Lara, Mullingar",12,N/A,,0,,0,,0,,0,,0,Q2,2019
Ship Construction Turnkey,Westmeath,"Abbeybrook, Kilbeggan",7,N/A,,0,,0,,0,,0,,0,Q1,2019
Ship Construction Turnkey,Westmeath,"Lakepoint, Mullingar",31,N/A,,0,,0,,0,,0,Q4,2019,,0
Ship Construction Turnkey,Westmeath,"Coill Rua, Mullingar",6,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Westmeath,"Rathgarve Green, Castlepollard",3,N/A,,0,,0,,0,,0,,0,Q1,2020
Ship Construction Turnkey,Westmeath,"Valley Cottages, Mullingar",3,N/A,,0,,0,,0,Q4,2019,,0,,0
Ship Construction Turnkey,Westmeath,"Austin Friars Street, Mullingar",4,N/A,,0,,0,,0,Q4,2019,,0,,0
Ship Construction Turnkey,Westmeath,"Rathgarve Green, Castlepollard",6,N/A,,0,,0,,0,,0,Q1,2020,,0
Ship Construction Turnkey,Westmeath,"Oakcrest, Ballinderry, Mullingar",8,N/A,,0,,0,,0,Q1,2020,,0,,0
Ship Construction Rapid,Westmeath,"O'Growney Green, Mullingar",14,N/A,Q2,2018,,0,,0,,0,,0,,0
Ship Construction Rapid,Westmeath,"Dalton Park, Mullingar",12,N/A,Q3,2019,,0,,0,,0,,0,,0
Ship Construction Rapid,Westmeath,"Water Street, Castlepollard",7,N/A,Q3,2019,,0,,0,,0,,0,,0
Ship Construction Rapid,Westmeath,"Ennell Court, Mullingar (Phase 1)",15,N/A,Q3,2019,,0,,0,,0,,0,,0
Ship Construction,Waterford,"Ballinroad, Dungarvan",21,N/A,,0,,0,,0,,0,,0,Q2,2020
Ship Construction,Waterford,"Barrack Street, Cappoquin",4,N/A,,0,,0,,0,,0,,0,Q4,2017
Ship Construction,Waterford,"Coolfin Woods, Portlaw",12,N/A,,0,,0,,0,,0,,0,Q2,2019
Ship Construction,Waterford,"Larchville, Waterford City",5,N/A,,0,,0,,0,,0,Q1,2020,,0
Ship Construction,Waterford,"Patrick Street, Tramore",2,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction,Waterford,"Doyle Street, Waterford City",4,N/A,,0,,0,,0,Q2,2020,,0,,0
Ship Construction,Waterford,"Old Cinema Site, Dungarvan",15,N/A,,0,,0,,0,,0,,0,Q4,2016
Ship Construction,Waterford,"The Glen, Bridge St, Waterford",17,N/A,,0,Q3,2018,,0,,0,,0,,0
Ship Construction,Waterford,"Clarendon Court, Penrose Lane, Waterford",24,N/A,Q1,2018,,0,,0,,0,,0,,0
Ship Construction,Waterford,"Summerland Square, Waterford",12,N/A,,0,,0,Q1,2019,,0,,0,,0
Ship Construction,Waterford,"Bath St, Waterford City",4,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Waterford,"Graigueshoneen, Kilmacthomas, Co Waterford",16,N/A,,0,,0,Q2,2020,,0,,0,,0
Ship Construction,Waterford,"Mount Esker, Ballytruckle Road, Waterford City",13,N/A,Q2,2019,,0,,0,,0,,0,,0
Cas Construction Turnkey,Westmeath,"Ardmore Road, Mullingar",10,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Cas Construction Turnkey,Westmeath,"Ardmore Road, Mullingar",17,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Cas Construction Turnkey,Westmeath,"Ardmore Road, Mullingar",9,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Cas Construction,Westmeath,"Farran, Mullingar",4,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Calf Turnkey,Westmeath,"Athlone Road, Moate, Co. Westmeath (Phase 1)*",14,Oaklee Housing,,0,,0,,0,,0,Q1,2020,,0
Calf Turnkey,Westmeath,"Cluain Mullen, Castlepollard, Co. Westmeath (Phase 1)",8,Túath Housing Association Ltd,,0,,0,,0,,0,Q2,2019,,0
Calf Turnkey,Westmeath,"Cluain Mullen, Castlepollard, Westmeath (Phase 1)",2,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2017
Calf Turnkey,Westmeath,"Coill Rua, Mullingar, Co. Westmeath (Phase 1)*",13,Cluid Housing,,0,,0,,0,,0,Q4,2018,,0
Calf Turnkey,Westmeath,"Coill Rua, Mullingar, Co. Westmeath (Phase 2)*",23,Cluid Housing,,0,,0,,0,,0,Q4,2018,,0
Calf Turnkey,Westmeath,"Coill Rua, Mullingar, Co. Westmeath (Phase 3)",8,Cluid Housing,,0,,0,,0,,0,Q4,2018,,0
Calf Construction,Westmeath,"Farran, Mullingar, Co. Westmeath (Phase 1)",10,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Calf Turnkey,Westmeath,"Ghairdin Beag, Main Street, Rathwire, Killucan, Co. Westmeath (Phase 1)",6,Túath Housing Association Ltd,,0,,0,,0,,0,Q1,2019,,0
Calf Turnkey,Westmeath,"Rahanine, Rochfortbridge, Co Westmeath (Phase 1)",12,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2018,,0
Calf Turnkey,Westmeath,"Rathwire, Killucan, Co. Westmeath (Phase 1)",4,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Calf Turnkey,Westmeath,"Royal Canal, Ardmore Road, Mullingar, Co. Westmeath (Phase 1)",4,Túath Housing Association Ltd,,0,,0,,0,,0,Q3,2019,,0
Calf Turnkey,Westmeath,"Royal Canal, Ardmore Road, Mullingar, Co. Westmeath (Phase 2)",4,Túath Housing Association Ltd,,0,,0,,0,,0,Q3,2019,,0
Calf Turnkey,Westmeath,"The Orchard, Athlone, Co. Westmeath (Phase 1)",8,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Westmeath,"The Orchard, Athlone, Co. Westmeath (Phase 2)*",14,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2020
Calf Turnkey,Westmeath,"The Orchard, Athlone, Co. Westmeath (Phase 3)",10,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q2,2020
Ship Construction Turnkey,Wexford,"Madeira Oaks, Wexford",8,N/A,,0,,0,,0,,0,,0,Q3,2017
Ship Construction Turnkey,Wexford,"Gleann an Ghairdin, Ballytegan Road, Gorey",8,N/A,,0,,0,,0,,0,,0,Q1,2018
Ship Construction Turnkey,Wexford,"Ard Uisce, Whiterock, Wexford",11,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Wexford,"Rath an Duin, Castlebridge",3,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction Turnkey,Wexford,"Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2a)",2,N/A,,0,,0,,0,,0,,0,Q2,2019
Ship Construction Turnkey,Wexford,"Ard Uisce, Whiterock, Wexford - Phase 2",10,N/A,,0,,0,,0,,0,,0,Q1,2019
Ship Construction Turnkey,Wexford,"Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 1b)",10,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Wexford,"Glen Aoibhinn, Ardamine, Gorey",5,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction Turnkey,Wexford,"Glen Aoibhinn, Ardamine, Gorey - Phase 2",2,N/A,,0,,0,,0,,0,,0,Q1,2019
Ship Construction Turnkey,Wexford,"Whitewater Estuary, Ballyhack, Co. Wexford",3,N/A,,0,,0,,0,Q1,2019,,0,,0
Ship Construction Turnkey,Wexford,"Riverchapel Lane, Gorey",4,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Wexford,"Ard Uisce, Whiterock, Wexford-Phase 3",4,N/A,,0,,0,,0,,0,,0,Q2,2019
Ship Construction Turnkey,Wexford,"Glen Aoibhinn, Ardamine, Gorey - Phase 3",3,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Wexford,"Ard Uisce, Whiterock, Wexford Phase 4",10,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction Turnkey,Wexford,"Airhill, Belvedere Rd, Wexford",3,N/A,,0,,0,,0,,0,Q2,2019,,0
Ship Construction Turnkey,Wexford,"St. Martin's Road, Rosslare Harbour",4,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Wexford,"Clonattin Upper, Gorey, Co. Wexford",8,N/A,,0,,0,,0,Q2,2019,,0,,0
Ship Construction Turnkey,Wexford,"Airhill, Belvedere Rd, Wexford",4,N/A,,0,,0,,0,,0,Q2,2019,,0
Ship Construction Turnkey,Wexford,"Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2b)",2,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction Turnkey,Wexford,"Michael Street, New Ross ",3,N/A,,0,,0,,0,Q3,2019,,0,,0
Ship Construction Turnkey,Wexford,"Ard Uisce, Whiterock, Wexford",18,N/A,,0,,0,,0,Q3,2019,,0,,0
Ship Construction Turnkey,Wexford,"Gleann an Ghairdin, Ballytegan Road, Gorey (Phase 2 C)",1,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction Turnkey,Wexford,"Ballynaglough, Blackwater, Co. Wexford",16,N/A,,0,,0,,0,Q1,2020,,0,,0
Ship Construction Turnkey,Wexford,"Clonhasten, Enniscorthy",50,N/A,,0,,0,,0,Q4,2019,,0,,0
Ship Construction Turnkey,Wexford,"Chapelwood, Kilmuckridge",2,N/A,,0,,0,,0,,0,,0,Q1,2020
Ship Construction Turnkey,Wexford,"5 The Break Ayelsbridge, Riverchapel",1,N/A,,0,,0,,0,,0,,0,Q1,2020
Ship Construction Turnkey,Wexford,"Creagh, Gorey, Co. Wexford",39,N/A,,0,,0,,0,Q2,2020,,0,,0
Ship Construction Turnkey,Wexford,"Ard Uisce, Whiterock, Wexford",1,N/A,,0,,0,,0,,0,,0,Q1,2020
Public Private Partnership (Bundle 2),Waterford,"Slievekeale, Waterford City",58,N/A,,0,,0,,0,,0,Q4,2019,,0
Ship Construction,Westmeath,"Bun Daire, Kinnegad (Phase 3)",12,N/A,,0,,0,,0,,0,Q3,2019,,0
Ship Construction,Westmeath,"St. Laurence's Terrace, Mullingar",9,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction,Westmeath,"Ennell Court, Mullingar",1,N/A,,0,,0,,0,,0,,0,Q1,2018
Ship Construction,Westmeath,"Arcadia, Athlone (Phase 1.1)",21,N/A,,0,,0,,0,,0,,0,Q2,2020
Ship Construction,Westmeath,Ennell Court (Phase 2),3,N/A,,0,,0,,0,,0,,0,Q2,2016
Ship Construction,Westmeath,"Grange Crescent, Mullingar",2,N/A,,0,,0,,0,,0,,0,Q1,2016
Ship Construction,Westmeath,"Ennell Court, Mullingar",20,N/A,,0,,0,Q1,2020,,0,,0,,0
Ship Construction,Westmeath,"Cloghanboy, Athlone",10,N/A,,0,,0,Q1,2020,,0,,0,,0
Ship Construction,Westmeath,"Bishopsgate, Mullingar",4,N/A,,0,,0,,0,,0,Q3,2019,,0
Ship Construction,Westmeath,"Arcadia, Athlone (Phase 2)",24,N/A,Q3,2018,,0,,0,,0,,0,,0
Ship Construction,Westmeath,"Canal Avenue, Mullingar",23,N/A,Q1,2019,,0,,0,,0,,0,,0
Ship Construction,Westmeath,"Arcadia, Athlone (Phase 1.2)",12,N/A,,0,,0,,0,,0,Q2,2018,,0
Ship Construction,Westmeath,"Ennell Court, Mullingar (Phase 2)",11,N/A,,0,,0,Q1,2020,,0,,0,,0
Ship Construction,Wexford,"SN Castlemoyle, New Ross",1,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Wexford,"Cloghultagh, Taghmon",18,N/A,,0,,0,,0,,0,Q2,2019,,0
Ship Construction,Wexford,"Coolcotts, Clonard",7,N/A,,0,,0,,0,,0,,0,Q4,2019
Ship Construction,Wexford,"Creagh, Gorey",10,N/A,,0,,0,,0,,0,,0,Q1,2019
Ship Construction,Wexford,Danescastle,10,N/A,,0,,0,,0,,0,,0,Q1,2019
Ship Construction,Wexford,"Slippery Green, Wexford",10,N/A,,0,,0,,0,,0,,0,Q3,2019
Ship Construction,Wexford,"Whiterock Hill, Wexford (Phase 1)",22,N/A,,0,,0,Q1,2020,,0,,0,,0
Ship Construction,Wexford,Cois Mara,2,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction,Wexford,"Killeens, Wexford",40,N/A,,0,,0,,0,,0,Q2,2020,,0
Ship Construction,Wexford,Oylegate,2,N/A,,0,,0,,0,,0,,0,Q2,2018
Ship Construction,Wexford,"Cherryorchard, Enniscorthy",8,N/A,,0,,0,,0,,0,,0,Q3,2018
Ship Construction,Wexford,"Ross Road, Enniscorthy",1,N/A,,0,,0,,0,,0,Q3,2018,,0
Ship Construction,Wexford,"Baile Eoghain, Gorey",5,N/A,,0,,0,,0,,0,,0,Q4,2018
Ship Construction,Wexford,"Baile an Tr�, Riverchapel (Courtown Ardamine)",10,N/A,,0,,0,,0,,0,,0,Q2,2016
Ship Construction,Wexford,"Shanna Court, Coolcotts",8,N/A,,0,,0,,0,,0,,0,Q1,2016
Cas Construction,Wexford,Barrystown,16,Grantstown Voluntary Housing Association Ltd,,0,Q1,2018,,0,,0,,0,,0
Cas Construction,Wexford,Rathangan,7,Rathangan Senior Citizens Housing Association Ltd,,0,,0,,0,,0,,0,Q3,2017
Cas Construction,Wexford,"Wexford Women's Refuge, Maudlintown, Co Wexford",12,N/A,Q2,2018,,0,,0,,0,,0,,0
Calf Turnkey,Wexford,"24 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",24,Túath Housing Association Ltd,,0,,0,,0,,0,Q3,2018,,0
Calf Turnkey,Wexford,"67 units, Coolcotts, Wexford (Phase 1)*",67,Cluid Housing,,0,,0,,0,Q2,2020,,0,,0
Calf Turnkey,Wexford,"9 Units, Gleann an Ghairdin, Gorey, Co. Wexford (Phase 1)",9,Túath Housing Association Ltd,,0,,0,,0,,0,Q4,2019,,0
Calf Turnkey,Wexford," Ard Uisce, Wexford Town (Phase 1)",5,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q4,2017
Calf Turnkey,Wexford," Ard Uisce, Whiterock, Wexford  (Phase 1)",1,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q1,2018
Calf Turnkey,Wexford,"Ard Uisce, Whiterock, Wexford (Phase 1)",6,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q1,2018
Calf Turnkey,Wexford,"Ard Uisce, Whiterock, Wexford (Phase 1)*",6,Túath Housing Association Ltd,,0,,0,,0,,0,,0,Q1,2017
Calf Turnkey,Wexford,"Ballyboggan, Castlebridge, Co Wexford (Phase 1)",10,Co - Operative Housing Ireland Society Limited,,0,,0,,0,,0,,0,Q4,2018
Calf Turnkey,Wexford,"Clonard, Wexford (Phase 1)*",10,Co - Operative Housing Ireland Society Limited,,0,,0,,0,,0,,0,Q4,2019
Calf Turnkey,Wexford,"Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 1)",34,Oaklee Housing,,0,,0,,0,,0,,0,Q4,2018
Calf Turnkey,Wexford,"Fearach Cnoic, Greenville, The Moyne, Enniscorthy (Phase 2)",6,Oaklee Housing,,0,,0,,0,,0,,0,Q2,2019
Calf Turnkey,Wexford,"Fort Road, Ramsfort Park, Gorey, Co. Wexford (Phase 1)*",11,Co - Operative Housing Ireland Society Limited,,0,,0,,0,,0,Q3,2018,,0
